"province","district","sector","cell","village","gid","lon","lat"
"Iburasirazuba","Kayonza","Mwiri","Nyamugari","Rwazana","E118S76",30.58742256489,-1.84396814173541
"Iburengerazuba","Nyamasheke","Rangiro","Gakenke","Rwasa","E103S82",29.1763529626747,-2.42157720948927
"Amajyaruguru","Rulindo","Mbogo","Mushari","Bukongi","E112S75",29.9838501232524,-1.79714058681211
"Amajyaruguru","Rulindo","Buyoga","Gitumba","Munini","E112S74",30.0558853610819,-1.69183212499198
"Iburasirazuba","Kirehe","Nyamugari","Kazizi","Byimana","E120S80",30.759022062435,-2.26525217836233
"Iburengerazuba","Rubavu","Nyamyumba","Rubona","Rushagara","E104S74",29.2770387184503,-1.73160739066198
"Amajyaruguru","Gakenke","Rushashi","Shyombwe","Murara","E110S74",29.8217339735033,-1.71203900516748
"Amajyepfo","Gisagara","Mamba","Gakoma","Gakomeye","E111S82",29.9417059164125,-2.43535056033836
"Iburengerazuba","Nyamasheke","Kagano","Gako","Mpombo","E102S81",29.1245046900255,-2.36014824662896
"Iburasirazuba","Kayonza","Gahini","Urugarama","Akimpara","E118S75",30.5266004561283,-1.83655965291589
"Amajyepfo","Huye","Simbi","Kabusanza","Maliza","E108S83",29.6987058440217,-2.52111062238374
"Amajyepfo","Nyamagabe","Kaduha","Kavumu","Biziguro","E106S81",29.5115915521664,-2.35458778733913
"Iburasirazuba","Nyagatare","Nyagatare","Rutaraka","Rutaraka","E116S70",30.3397601800552,-1.34068221816639
"Iburengerazuba","Ngororero","Muhanda","Ngoma","Gacaca","E107S75",29.5223733560875,-1.83098641435861
"Iburasirazuba","Gatsibo","Gatsibo","Mugera","Kavumu","E115S73",30.2518003491314,-1.61038946044582
"Iburasirazuba","Kayonza","Murama","Rusave","Kinyinya","E118S78",30.583052146001,-2.05141107541314
"Iburengerazuba","Nyamasheke","Ruharambuga","Wimana","Rumuna","E101S83",29.0369409996952,-2.48585874798237
"Amajyaruguru","Gicumbi","Mutete","Mutandi","Gatare","E113S74",30.082905523949,-1.66729255990626
"Iburengerazuba","Rusizi","Gihundwe","Gatsiro","Gikombe","E100S82",28.9198327598141,-2.41935415059267
"Iburasirazuba","Kirehe","Gahara","Nyagasenyi","Nyamisagara","E118S81",30.5225511434783,-2.31469861410727
"Amajyepfo","Muhanga","Muhanga","Nganzo","Kagombero","E109S78",29.7093370083153,-2.06073011083424
"Umujyi wa Kigali","Nyarugenge","Mageregere","Nyarufunzo","Maya","E112S77",30.0515136672363,-2.01667496207924
"Amajyaruguru","Rulindo","Shyorongi","Muvumu","Mukumba","E111S75",29.9365788347944,-1.83051226075458
"Amajyepfo","Ruhango","Bweramana","Rubona","Birambo","E109S80",29.7185061486069,-2.22106876014807
"Iburasirazuba","Nyagatare","Rwimiyaga","Nyarupfubire","Kamagiri","E116S70",30.3870851163011,-1.30736675405215
"Iburasirazuba","Gatsibo","Muhura","Taba","Cyoga Ii","E115S74",30.2810763637526,-1.7415183457637
"Amajyepfo","Gisagara","Kigembe","Impinga","Nyamirama","E109S85",29.7779257515158,-2.72276348218983
"Iburengerazuba","Nyabihu","Rurembo","Kirimbogo","Nturo","E107S74",29.5538585519371,-1.67330497659926
"Iburasirazuba","Nyagatare","Mukama","Kagina","Nyagatare","E114S71",30.1730446467422,-1.4358895332821
"Amajyepfo","Gisagara","Gishubi","Nyakibungo","Rebero","E111S84",29.903698911715,-2.5794491784366
"Iburasirazuba","Kayonza","Gahini","Urugarama","Ibiza","E117S76",30.4995749668592,-1.84755191226609
"Iburengerazuba","Karongi","Mubuga","Kagabiro","Kagarama","E104S79",29.338019595475,-2.13400613603935
"Amajyaruguru","Gicumbi","Nyamiyaga","Mataba","Ruyaga","E113S74",30.1324442843807,-1.69035881087336
"Iburengerazuba","Karongi","Mutuntu","Rwufi","Cyiha","E105S80",29.4011743879568,-2.25875617572688
"Iburengerazuba","Nyamasheke","Karambi","Gasovu","Kabeza","E103S81",29.2482336562086,-2.33188707728819
"Iburasirazuba","Nyagatare","Tabagwe","Nyabitekeri","Kabirizi","E115S70",30.2677108489383,-1.31735850191555
"Iburasirazuba","Kirehe","Kirehe","Nyabikokora","Mumpinga","E119S80",30.6576139394744,-2.24615614785907
"Iburengerazuba","Ngororero","Ngororero","Nyange","Gihe","E108S76",29.6641838928651,-1.84363399074985
"Amajyepfo","Nyaruguru","Kibeho","Mpanda","Kibayi","E107S85",29.5999184113469,-2.65341464386369
"Iburasirazuba","Nyagatare","Tabagwe","Nyabitekeri","Kabirizi","E115S70",30.2699764870839,-1.30159632116169
"Amajyepfo","Nyanza","Ntyazo","Cyotamakara","Kankima","E110S82",29.8313018934342,-2.38690607690955
"Iburasirazuba","Gatsibo","Kabarore","Marimba","Nyarwanya","E115S73",30.3081069091404,-1.58391391623298
"Amajyepfo","Nyamagabe","Uwinkingi","Gahira","Uwinkingi","E106S83",29.4622745869758,-2.48057464174858
"Iburasirazuba","Bugesera","Rilima","Ntarama","Ntarama","E114S79",30.2002681462869,-2.15804507090705
"Amajyaruguru","Musanze","Nyange","Ninda","Kabagorozi","E108S71",29.6237008541452,-1.43253210843262
"Amajyaruguru","Rulindo","Buyoga","Busoro","Gashana","E112S74",29.9883370534976,-1.69114655544997
"Amajyepfo","Kamonyi","Rukoma","Murehe","Kabagabo","E111S76",29.9388733933326,-1.92530317119735
"Iburengerazuba","Rusizi","Gitambi","Cyingwa","Rwihene","E101S84",28.9853538833616,-2.5802816356584
"Amajyaruguru","Gakenke","Ruli","Rwesero","Gisizi","E110S76",29.8622951626847,-1.86362243924757
"Amajyepfo","Huye","Kinazi","Byinza","Gakoni","E110S82",29.7976274792737,-2.44527722953438
"Iburasirazuba","Nyagatare","Nyagatare","Nsheke","Kabare","E116S69",30.3758679040609,-1.25989076069127
"Iburasirazuba","Kirehe","Mushikiri","Bisagara","Nyakabande","E119S80",30.6305319739909,-2.20978772502179
"Iburengerazuba","Karongi","Mutuntu","Kanyege","Kavumu","E105S80",29.4079435354567,-2.27236421073872
"Amajyaruguru","Gicumbi","Mutete","Gaseke","Gasharu","E113S74",30.123442462643,-1.74666366436119
"Amajyepfo","Huye","Huye","Muyogoro","Rwaza","E108S84",29.6943759544636,-2.60911719594519
"Amajyaruguru","Burera","Butaro","Rusumo","Buyanga","E110S71",29.817305740009,-1.41642637333667
"Iburasirazuba","Ngoma","Kazo","Karama","Karenge","E118S79",30.5246004382252,-2.16358369573291
"Amajyaruguru","Musanze","Muko","Mburabuturo","Ntindo","E108S72",29.6439118331393,-1.55006924426
"Amajyepfo","Nyanza","Mukingo","Cyerezo","Nyarutovu","E109S81",29.7096033617398,-2.29998698977231
"Iburasirazuba","Bugesera","Nyamata","Murama","Rucucu","E113S79",30.137168312029,-2.11454784699022
"Iburengerazuba","Rutsiro","Kigeyo","Nkora","Kabashyembe","E104S76",29.3085687962452,-1.83799775463905
"Iburasirazuba","Rwamagana","Rubona","Kabatasi","Umurehe","E116S78",30.3983419662673,-2.04273501094441
"Amajyaruguru","Gicumbi","Rushaki","Gitega","Karambo","E113S72",30.1122094801588,-1.51194468990535
"Iburengerazuba","Rusizi","Gitambi","Gahungeri","Kazinda","E101S84",28.9921595938531,-2.60970357402705
"Amajyepfo","Ruhango","Ruhango","Buhoro","Nyangandika","E110S79",29.8062655460005,-2.18804722974942
"Amajyaruguru","Gicumbi","Byumba","Nyakabungo","Kabuga","E112S72",30.0311397560155,-1.53592090592676
"Iburasirazuba","Kirehe","Nyamugari","Nyamugari","Umunezero","E120S80",30.7635545330362,-2.28334227793127
"Amajyaruguru","Gicumbi","Kageyo","Nyamiyaga","Musura","E113S73",30.0806577669521,-1.61764021085748
"Amajyepfo","Nyamagabe","Nkomane","Musaraba","Kimbogo","E105S81",29.4304711582285,-2.28837366366508
"Amajyaruguru","Gakenke","Muyongwe","Va","Bukwera","E111S75",29.8825282129436,-1.77130923270532
"Iburasirazuba","Bugesera","Rweru","Kintambwe","Nyirakanemba","E115S81",30.2500713859051,-2.3503254617191
"Amajyaruguru","Musanze","Busogo","Kavumu","Gatovu","E107S73",29.5741295284,-1.56517932941874
"Iburengerazuba","Rubavu","Bugeshi","Hehu","Kabeza","E105S72",29.3625757749435,-1.52701905572062
"Amajyepfo","Gisagara","Ndora","Dahwe","Twarubona","E110S84",29.8722366684698,-2.60850049841651
"Iburasirazuba","Gatsibo","Gasange","Viro","Viro","E115S75",30.2743246114939,-1.76626060752676
"Iburasirazuba","Kirehe","Kigina","Rwanteru","Rwanteru Ii","E120S80",30.718484216365,-2.27610774118893
"Iburengerazuba","Rusizi","Gikundamvura","Mpinga","Matyazo","E101S84",29.0641325533327,-2.59224717846758
"Iburasirazuba","Nyagatare","Karangazi","Musenyi","Ruziranyenzi","E116S72",30.3847123506838,-1.49000314176449
"Iburengerazuba","Karongi","Mutuntu","Byogo","Gititi","E105S80",29.419128327329,-2.21602442636947
"Iburasirazuba","Nyagatare","Karangazi","Musenyi","Rugarama","E116S72",30.3982122399474,-1.52397494996915
"Amajyepfo","Ruhango","Mbuye","Gisanga","Sabudari","E110S79",29.8264508688486,-2.11602008451856
"Iburengerazuba","Ngororero","Ngororero","Kazabe","Murambi","E108S76",29.6236722502847,-1.85904096023455
"Iburasirazuba","Ngoma","Gashanda","Giseri","Rwanyamigono","E117S79",30.4750578243318,-2.17435458629505
"Iburengerazuba","Nyamasheke","Karambi","Kagarama","Rubona","E103S81",29.2437051434356,-2.31152427447223
"Amajyaruguru","Gicumbi","Rushaki","Gitega","Gisiza","E113S72",30.1122061412444,-1.52096741992239
"Amajyepfo","Gisagara","Mugombwa","Mukomacara","Akarangabo","E110S85",29.8319631720677,-2.72325846574946
"Iburengerazuba","Rutsiro","Boneza","Nkira","Gisoro","E104S76",29.3176031802672,-1.91483416067113
"Amajyaruguru","Gakenke","Gashenyi","Rutabo","Kabwika","E110S73",29.8510077242835,-1.59049080911459
"Iburasirazuba","Kirehe","Nyarubuye","Nyabitare","Nyamugari","E121S80",30.7972439798092,-2.20701463302492
"Iburengerazuba","Nyamasheke","Bushenge","Karusimbi","Karusimbi","E101S82",28.9850597645099,-2.40410357240484
"Amajyaruguru","Burera","Butaro","Muhotora","Kindege","E110S71",29.8645779873238,-1.42593132748185
"Iburasirazuba","Ngoma","Sake","Kibonde","Karenge","E117S80",30.4413776251201,-2.25747851882194
"Amajyepfo","Nyaruguru","Mata","Gorwe","Ruhunga","E107S84",29.5390860127176,-2.62803011809487
"Iburasirazuba","Nyagatare","Nyagatare","Rutaraka","Rutaraka","E116S70",30.3375097960704,-1.33840293073963
"Amajyepfo","Kamonyi","Rugarika","Bihembe","Gitwa","E111S77",29.9321770839905,-2.01324032150578
"Amajyaruguru","Gicumbi","Rushaki","Karurama","C. Rushaki","E113S71",30.087465375323,-1.45529571183019
"Amajyepfo","Nyanza","Muyira","Nyamiyaga","Rugese","E110S81",29.8672899848911,-2.36467550405743
"Amajyepfo","Nyanza","Nyagisozi","Rurangazi","Nyarutovu","E108S81",29.6444041213232,-2.35806951666336
"Iburasirazuba","Bugesera","Mareba","Bushenyi","Bigaga","E113S80",30.0833083539588,-2.26971171499374
"Iburengerazuba","Nyabihu","Kintobo","Ryinyo","Gahwege","E107S73",29.549359431031,-1.62812560137167
"Iburasirazuba","Rwamagana","Munyiginya","Nkomangwa","Karubisha","E116S76",30.3779761865468,-1.90718329212646
"Iburengerazuba","Karongi","Gishyita","Kigarama","Karenge","E104S79",29.2727687529744,-2.1469581276765
"Iburasirazuba","Bugesera","Ntarama","Kibungo","Rusekera","E112S78",30.0358137752662,-2.0887243504606
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Kayange Ii","E117S71",30.483832795734,-1.45498627411363
"Amajyepfo","Nyaruguru","Munini","Ntwali","Nyambaragasa","E107S85",29.5257851498835,-2.72274750217251
"Iburengerazuba","Rutsiro","Nyabirasi","Mubuga","Rushubi","E105S75",29.3738236553098,-1.80926405277421
"Iburasirazuba","Kirehe","Gatore","Rwantonde","Mumeya","E118S81",30.5766506672249,-2.33780692343885
"Amajyaruguru","Musanze","Gataraga","Murago","Rusambu","E107S72",29.5403731756187,-1.54228241952427
"Iburasirazuba","Bugesera","Nyamata","Maranyundo","Gahembe","E113S79",30.1169468553264,-2.15721801437826
"Iburengerazuba","Ngororero","Gatumba","Cyome","Rwasare","E108S77",29.6439707892337,-1.94048516327622
"Amajyepfo","Muhanga","Mushishiro","Rukaragata","Rugerero","E108S77",29.6597593995932,-1.99028960682134
"Iburasirazuba","Rwamagana","Kigabiro","Bwiza","Rutaka","E117S77",30.4636207333986,-1.9937826474269
"Amajyaruguru","Gicumbi","Rubaya","Gishambashayo","Karambo","E112S72",29.9906242477789,-1.4994109053878
"Iburasirazuba","Bugesera","Shyara","Kabagugu","Rwamanyoni","E112S80",29.9752372261189,-2.27768885511433
"Iburengerazuba","Rutsiro","Mushubati","Gitwa","Ruhinga","E105S77",29.4166726203771,-1.99250812893849
"Iburasirazuba","Ngoma","Rukumberi","Rubona","Kagarama","E115S79",30.3264125649539,-2.18187025855249
"Amajyepfo","Huye","Huye","Rukira","Kubutare","E109S84",29.7190630243214,-2.57096412528919
"Amajyaruguru","Musanze","Cyuve","Migeshi","Buremu","E108S71",29.6394396606773,-1.46879148623953
"Umujyi wa Kigali","Nyarugenge","Mageregere","Mataba","Burema","E113S78",30.0762989507469,-2.03722819075582
"Amajyaruguru","Gakenke","Gakenke","Kagoma","Kamatare","E110S74",29.801471658788,-1.69378656401359
"Amajyepfo","Nyamagabe","Mushubi","Buteteri","Ngoma","E106S81",29.4574772916881,-2.28636278747525
"Iburasirazuba","Kayonza","Kabare","Cyarubare","Kiburara","E119S77",30.6505830423384,-1.99122471903899
"Iburasirazuba","Kayonza","Murundi","Karambi","Kabana","E117S74",30.4544929122138,-1.7004809827363
"Iburengerazuba","Rusizi","Nyakarenzo","Gatare","Kabumbwe","E100S83",28.9470207160802,-2.53478060925823
"Iburasirazuba","Bugesera","Nyamata","Kayumba","Nyiramatuntu","E112S79",30.0538891181507,-2.14982705252249
"Iburasirazuba","Nyagatare","Karama","Kabuga","Rwebishirira","E114S70",30.1776014493586,-1.35474116150255
"Iburengerazuba","Karongi","Murundi","Kareba","Gasave","E107S79",29.5698333889663,-2.12486584475629
"Amajyaruguru","Gicumbi","Nyankenke","Kinishya","Nyagafunzo","E112S73",29.988348932134,-1.57383315361452
"Amajyepfo","Gisagara","Kibirizi","Muyira","Rwinzuki","E110S84",29.800244168503,-2.63492264458289
"Iburasirazuba","Kayonza","Mwiri","Migera","Mwiri","E118S76",30.5784217035325,-1.8664250495421
"Amajyepfo","Muhanga","Rongi","Ruhango","Muyebe","E109S75",29.7249494618038,-1.80360350871256
"Amajyepfo","Muhanga","Muhanga","Kanyinya","Nyabugwiza","E108S78",29.6913397538415,-2.07410028131556
"Iburasirazuba","Kirehe","Musaza","Nganda","Nganda Ville Ii","E118S81",30.5924021156409,-2.32668877723834
"Iburengerazuba","Rubavu","Nyamyumba","Munanira","Kabakora","E104S74",29.2882903719501,-1.7294555902531
"Amajyepfo","Huye","Kinazi","Gitovu","Karambo","E110S82",29.7975596713071,-2.40464597475906
"Iburasirazuba","Kayonza","Mukarange","Mburabuturo","Mburabuturo","E117S76",30.4703247223491,-1.91265303403435
"Iburengerazuba","Nyabihu","Jenda","Rega","Rega","E106S73",29.4503333611057,-1.586543771625
"Iburasirazuba","Bugesera","Rweru","Nemba","Rutete","E114S81",30.2094650857866,-2.30479716505981
"Amajyaruguru","Gicumbi","Bukure","Kigabiro","Rurama","E114S75",30.2270515463173,-1.83344650618877
"Iburengerazuba","Nyamasheke","Kanjongo","Kibogora","Kagarama","E102S81",29.1379502581822,-2.31961813050772
"Amajyepfo","Huye","Kigoma","Rugarama","Kakarusho","E108S82",29.6648086993857,-2.44855724912151
"Iburasirazuba","Gatsibo","Rwimbogo","Rwikiniro","Rwikiniro I","E117S74",30.4882784395083,-1.66926607574138
"Iburengerazuba","Nyabihu","Muringa","Nkomane","Kamajanga","E107S74",29.5381062406993,-1.73183090161887
"Iburasirazuba","Rwamagana","Muyumbu","Nyarukombe","Mumena","E115S77",30.2496532942422,-1.98482194142634
"Amajyepfo","Nyaruguru","Mata","Ramba","Ramba","E107S84",29.5840164368331,-2.58327792668269
"Iburasirazuba","Kayonza","Rukara","Rwimishinya","Nyarutunga Ii","E117S75",30.4792845148604,-1.79321020329832
"Iburengerazuba","Nyamasheke","Shangi","Mugera","Kavo","E101S81",29.0502540028109,-2.36401567962791
"Iburengerazuba","Nyabihu","Shyira","Mutanda","Murambi","E107S74",29.5988758111241,-1.68728269809822
"Iburasirazuba","Nyagatare","Rukomo","Nyakagarama","Akamashama","E115S70",30.2631796186535,-1.35113863799271
"Iburasirazuba","Kirehe","Kigina","Rwanteru","Mugisenyi I","E120S80",30.7409849724675,-2.25604285227525
"Amajyepfo","Nyaruguru","Kivu","Gahurizo","Gasezo","E106S84",29.4445217230383,-2.61589442170619
"Iburasirazuba","Nyagatare","Musheri","Rugarama I","Karuca","E116S68",30.4188112487964,-1.12957792164486
"Amajyepfo","Huye","Kinazi","Byinza","Gakoni","E110S82",29.8043778525376,-2.44308317228319
"Iburengerazuba","Karongi","Rubengera","Gitwa","Kibande","E106S78",29.4482481420188,-2.07858356706895
"Umujyi wa Kigali","Gasabo","Ndera","Mukuyu","Karambo","E114S76",30.179791718195,-1.90289795302276
"Amajyaruguru","Gakenke","Rusasa","Gataba","Kebero","E108S73",29.6529017027078,-1.62011100114986
"Iburengerazuba","Rutsiro","Mushubati","Bumba","Kabiraho","E105S77",29.3964110522144,-1.98328975836356
"Iburasirazuba","Kirehe","Mushikiri","Rwanyamuhanga","Bweramana","E118S80",30.5877683172246,-2.23866947035871
"Amajyepfo","Nyaruguru","Ngoma","Kiyonza","Mwumba","E108S86",29.6789048240245,-2.73992608923627
"Amajyaruguru","Burera","Butaro","Rusumo","Kamonyi","E110S71",29.8353186373604,-1.41209722017147
"Amajyaruguru","Gicumbi","Miyove","Gakenke","Karwanira","E112S73",30.0018497372804,-1.62134635943524
"Amajyepfo","Nyanza","Busoro","Gitovu","Musumba","E111S80",29.9572029604871,-2.26171726404054
"Amajyaruguru","Gakenke","Ruli","Jango","Murehe","E110S75",29.8217578483828,-1.82711884329171
"Amajyepfo","Nyamagabe","Mugano","Gitondorero","Gituntu","E106S81",29.502536436414,-2.31838261943683
"Amajyaruguru","Gakenke","Muyongwe","Va","Gikombe","E111S75",29.8847810813068,-1.77810073173343
"Iburasirazuba","Kirehe","Gatore","Rwantonde","Rubona","E118S82",30.5542167704343,-2.39397494156199
"Amajyepfo","Nyaruguru","Busanze","Nteko","Nteko","E107S86",29.5372160033642,-2.79736679931366
"Amajyaruguru","Musanze","Nyange","Cyivugiza","Gasoroza","E107S71",29.5944296792914,-1.45029359724397
"Iburasirazuba","Rwamagana","Kigabiro","Sibagire","Bacyoro","E117S77",30.4365755546422,-1.97094679266584
"Iburasirazuba","Nyagatare","Tabagwe","Gitengure","Nshuri","E115S70",30.3060099828912,-1.30198265534073
"Amajyepfo","Nyaruguru","Ruheru","Gitita","Gahotora","E106S86",29.5055615296496,-2.73837452187719
"Iburasirazuba","Nyagatare","Rwimiyaga","Kirebe","Kirebe","E117S69",30.4885232104367,-1.22504323008603
"Amajyepfo","Nyaruguru","Ruheru","Kabere","Mukaka","E106S85",29.4897579677167,-2.71791114815006
"Amajyepfo","Gisagara","Mamba","Ramba","Murama","E111S83",29.9350639145821,-2.49848546597307
"Iburengerazuba","Rutsiro","Murunda","Kirwa","Satinsyi","E106S76",29.4571103153723,-1.85293706802217
"Amajyaruguru","Burera","Kagogo","Kiringa","Karombero","E109S70",29.7633063908682,-1.3685004981484
"Amajyaruguru","Gicumbi","Byumba","Ngondore","Kimirimo","E112S72",30.0446467535218,-1.54508314661192
"Amajyepfo","Muhanga","Muhanga","Nyamirama","Cyurutare","E109S78",29.7025650535645,-2.03809561361154
"Iburasirazuba","Kayonza","Rwinkwavu","Nkondo","Rurama","E119S76",30.6460290533138,-1.91901001209734
"Amajyepfo","Nyaruguru","Cyahinda","Coko","Agasharu","E107S85",29.5887915278927,-2.71202032865364
"Iburengerazuba","Ngororero","Muhororo","Sanza","Nyaruhondo","E107S76",29.6011787431078,-1.89493591951344
"Iburasirazuba","Ngoma","Rurenge","Rwikubo","Amashya","E117S78",30.4884866593351,-2.09554233663993
"Amajyepfo","Huye","Tumba","Cyarwa (1)","Kigarama","E109S84",29.755195755919,-2.62547785518201
"Amajyaruguru","Musanze","Nyange","Ninda","Nkiriza","E108S71",29.6259459111953,-1.44383660704465
"Iburasirazuba","Gatsibo","Murambi","Rwankuba","Ikinyaga","E116S76",30.3374068055505,-1.84360567150328
"Iburengerazuba","Rusizi","Rwimbogo","Rubugu","Nyange","E100S84",28.9629118997175,-2.61171470024605
"Amajyaruguru","Gicumbi","Mukarange","Kiruhura","Gacwamba","E112S71",30.0536922490305,-1.45043372621603
"Umujyi wa Kigali","Gasabo","Kinyinya","Gacuriro","Estate 2020","E113S76",30.0784733959391,-1.92669319559418
"Iburasirazuba","Gatsibo","Gitoki","Nyamirama","Kwishaba","E116S73",30.3576450855648,-1.64758652472863
"Amajyepfo","Nyaruguru","Busanze","Shororo","Uwinteko","E106S86",29.5213190948532,-2.73851442259236
"Iburasirazuba","Kirehe","Nasho","Rugoma","Karubare","E119S79",30.6867509407708,-2.12466632625048
"Iburengerazuba","Rutsiro","Nyabirasi","Ngoma","Gashihe","E105S75",29.3828179029494,-1.77774771066082
"Iburasirazuba","Bugesera","Musenyi","Rulindo","Nyamuri","E112S80",29.9931523347698,-2.20113416566666
"Amajyaruguru","Musanze","Gataraga","Rungu","Gahira","E106S72",29.5088610911576,-1.54648845105807
"Amajyepfo","Nyanza","Muyira","Gati","Kimfizi","E110S81",29.8807217118634,-2.31289174937417
"Amajyepfo","Muhanga","Mushishiro","Rwigerero","Nyanza","E108S77",29.6687797069168,-2.01294571679148
"Iburasirazuba","Kayonza","Rwinkwavu","Gihinga","Rusera","E118S77",30.5942349926556,-1.947781353856
"Amajyaruguru","Burera","Nemba","Rushara","Bugondo","E110S72",29.8532656800051,-1.56118290979763
"Amajyepfo","Nyamagabe","Kitabi","Mujuga","Mukaka","E106S83",29.4556231459308,-2.53696290399924
"Umujyi wa Kigali","Gasabo","Ndera","Bwiza","Akarwasa","E114S77",30.2203513526831,-1.94617314157287
"Amajyepfo","Ruhango","Byimana","Ntenyo","Ngando","E109S79",29.7814884669074,-2.17652563733178
